axis,dataset,timepoint,split,donor,model,family,pearson_delta,e_distance,aucell::T_cell_activation_n_genes,aucell::T_cell_activation_mae,aucell::IL2_STAT5_n_genes,aucell::IL2_STAT5_mae,aucell::type_I_IFN_n_genes,aucell::type_I_IFN_mae,aucell::type_II_IFN_n_genes,aucell::type_II_IFN_mae,aucell_delta_mae,aucell_delta_score,n_test,n_strata,n_response_genes,leak_free,source_file
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D455,D455,ctrl-pred,simple,-0.0032,5.8998,4,0.016,3,0.0153,3,0.0335,5,0.0225,0.0218,-0.0218,466,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D455,D455,donor-shift,simple,0.0562,5.8727,4,0.016,3,0.0153,3,0.0335,5,0.0225,0.0218,-0.0218,466,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D455,D455,linear-PCA,simple,0.1246,5.8724,4,0.016,3,0.0153,3,0.0335,5,0.0225,0.0218,-0.0218,466,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D455,D455,scGen,latent,0.1195309646395386,5.8837,4,0.016,3,0.0153,3,0.0335,5,0.0225,0.0218,-0.0218,466,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D456,D456,cell-mean,simple,0.3228,5.2486,4,0.0213,3,0.0143,3,0.1845,5,0.0197,0.06,-0.06,600,2,80,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D456,D456,ctrl-pred,simple,0.024,5.2214,4,0.0213,3,0.0143,3,0.026,5,0.0197,0.0203,-0.0203,600,2,80,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D456,D456,donor-shift,simple,-0.0462,5.2187,4,0.0213,3,0.0143,3,0.026,5,0.0197,0.0203,-0.0203,600,2,80,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D456,D456,linear-PCA,simple,0.0001,5.2188,4,0.0213,3,0.0143,3,0.026,5,0.0197,0.0203,-0.0203,600,2,80,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D456,D456,scGen,latent,0.201712199141167,5.2226,4,0.0213,3,0.0143,3,0.026,5,0.0197,0.0203,-0.0203,600,2,80,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D457,D457,cell-mean,simple,0.2666,5.553,4,0.0202,3,0.0173,3,0.2258,5,0.0301,0.0734,-0.0734,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D457,D457,ctrl-pred,simple,0.0555,5.5688,4,0.0202,3,0.0173,3,0.0198,5,0.1383,0.0489,-0.0489,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D457,D457,donor-shift,simple,-0.0105,5.5675,4,0.0202,3,0.0173,3,0.0198,5,0.1278,0.0463,-0.0463,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D457,D457,linear-PCA,simple,-0.0058,5.5675,4,0.0202,3,0.0173,3,0.0198,5,0.1383,0.0489,-0.0489,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D457,D457,scGen,latent,0.2252942559698495,5.5646,4,0.0202,3,0.0173,3,0.0198,5,0.5067,0.141,-0.141,600,2,78,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D458,D458,cell-mean,simple,0.3076,4.7875,4,0.018,3,0.0179,3,0.2644,5,0.0171,0.0794,-0.0794,600,2,81,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D458,D458,ctrl-pred,simple,0.0256,4.7346,4,0.018,3,0.0179,3,0.0163,5,0.0171,0.0173,-0.0173,600,2,81,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D458,D458,donor-shift,simple,-0.1062,4.7581,4,0.018,3,0.0179,3,0.0163,5,0.0171,0.0173,-0.0173,600,2,81,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D458,D458,linear-PCA,simple,-0.1081,4.758,4,0.018,3,0.0179,3,0.0163,5,0.0171,0.0173,-0.0173,600,2,81,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D458,D458,scGen,latent,0.1780086990726022,4.8517,4,0.018,3,0.0179,3,0.0163,5,0.0171,0.0173,-0.0173,600,2,81,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D459,D459,cell-mean,simple,0.3851,5.7287,4,0.0136,3,0.0189,3,0.0731,5,0.0185,0.031,-0.031,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D459,D459,ctrl-pred,simple,-0.0748,6.1858,4,0.0136,3,0.0189,3,0.0672,5,0.0185,0.0296,-0.0296,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D459,D459,donor-shift,simple,0.0607,6.1666,4,0.0136,3,0.0189,3,0.052,5,0.0185,0.0258,-0.0258,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D459,D459,linear-PCA,simple,0.0328,6.1668,4,0.0136,3,0.0189,3,0.0672,5,0.0185,0.0296,-0.0296,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D459,D459,scGen,latent,0.195603222620304,6.0684,4,0.0136,3,0.0189,3,0.0672,5,0.0185,0.0296,-0.0296,600,2,76,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D460,D460,cell-mean,simple,0.3374,4.7416,4,0.0195,3,0.0132,3,0.2442,5,0.0145,0.0728,-0.0728,600,2,79,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D460,D460,ctrl-pred,simple,-0.0676,4.7744,4,0.0195,3,0.0132,3,0.019,5,0.0145,0.0165,-0.0165,600,2,79,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D460,D460,donor-shift,simple,-0.0288,4.7854,4,0.0195,3,0.0132,3,0.019,5,0.0145,0.0165,-0.0165,600,2,79,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D460,D460,linear-PCA,simple,-0.0591,4.7842,4,0.0195,3,0.0132,3,0.019,5,0.0145,0.0165,-0.0165,600,2,79,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D460,D460,scGen,latent,0.2274229005835849,4.8623,4,0.0195,3,0.0132,3,0.019,5,0.1224,0.0435,-0.0435,600,2,79,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D461,D461,cell-mean,simple,0.3296,5.1159,4,0.0173,3,0.0269,3,0.2153,5,0.0227,0.0706,-0.0706,600,2,80,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D461,D461,ctrl-pred,simple,0.015,5.1119,4,0.0173,3,0.0269,3,0.0303,5,0.0227,0.0243,-0.0243,600,2,80,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D461,D461,donor-shift,simple,-0.0695,5.1285,4,0.0173,3,0.0269,3,0.0303,5,0.0227,0.0243,-0.0243,600,2,80,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D461,D461,linear-PCA,simple,-0.0353,5.1288,4,0.0173,3,0.0269,3,0.0303,5,0.0227,0.0243,-0.0243,600,2,80,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D461,D461,scGen,latent,0.1571186155159463,5.2908,4,0.0173,3,0.0269,3,0.0303,5,0.1036,0.0445,-0.0445,600,2,80,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D462,D462,cell-mean,simple,0.2765,5.5349,4,0.0137,3,0.0222,3,0.1394,5,0.0221,0.0494,-0.0494,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D462,D462,ctrl-pred,simple,-0.0057,5.5322,4,0.0137,3,0.0222,3,0.036,5,0.0221,0.0235,-0.0235,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D462,D462,donor-shift,simple,0.0793,5.5054,4,0.0137,3,0.0222,3,0.036,5,0.0221,0.0235,-0.0235,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D462,D462,linear-PCA,simple,0.0915,5.5058,4,0.0137,3,0.0222,3,0.036,5,0.0221,0.0235,-0.0235,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D462,D462,scGen,latent,0.1215161657126895,5.5556,4,0.0137,3,0.0222,3,0.036,5,0.0221,0.0235,-0.0235,600,2,76,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D463,D463,cell-mean,simple,0.4593,5.2774,4,0.0153,3,0.0238,3,0.195,5,0.0266,0.0652,-0.0652,600,2,80,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D463,D463,ctrl-pred,simple,0.2777,5.2605,4,0.0153,3,0.0238,3,0.0331,5,0.0266,0.0247,-0.0247,600,2,80,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D463,D463,donor-shift,simple,0.0558,5.24,4,0.0153,3,0.0238,3,0.0331,5,0.0266,0.0247,-0.0247,600,2,80,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D463,D463,linear-PCA,simple,0.089,5.242,4,0.0153,3,0.0238,3,0.0331,5,0.0266,0.0247,-0.0247,600,2,80,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D463,D463,scGen,latent,0.4051738915245343,5.2869,4,0.0153,3,0.0238,3,0.0331,5,0.0266,0.0247,-0.0247,600,2,80,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D464,D464,cell-mean,simple,0.4693,4.9748,4,0.0212,3,0.0229,3,0.2225,5,0.028,0.0736,-0.0736,600,2,72,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D464,D464,ctrl-pred,simple,0.037,5.0832,4,0.0212,3,0.0229,3,0.0231,5,0.028,0.0238,-0.0238,600,2,72,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D464,D464,donor-shift,simple,0.0624,5.0639,4,0.0212,3,0.0229,3,0.0231,5,0.028,0.0238,-0.0238,600,2,72,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D464,D464,linear-PCA,simple,0.0829,5.0658,4,0.0212,3,0.0229,3,0.0231,5,0.028,0.0238,-0.0238,600,2,72,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D464,D464,scGen,latent,0.3553338568011506,4.9846,4,0.0212,3,0.0229,3,0.0231,5,0.0079,0.0188,-0.0188,600,2,72,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D465,D465,cell-mean,simple,0.3868,5.3275,4,0.0136,3,0.026,3,0.1949,5,0.0207,0.0638,-0.0638,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D465,D465,ctrl-pred,simple,0.0193,5.3035,4,0.0136,3,0.026,3,0.0332,5,0.0207,0.0233,-0.0233,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D465,D465,donor-shift,simple,0.0624,5.2996,4,0.0136,3,0.026,3,0.0332,5,0.0207,0.0233,-0.0233,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D465,D465,linear-PCA,simple,0.0653,5.3015,4,0.0136,3,0.026,3,0.0332,5,0.0207,0.0233,-0.0233,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D465,D465,scGen,latent,0.3056550933264426,5.3496,4,0.0136,3,0.026,3,0.0332,5,0.3056,0.0946,-0.0946,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D466,D466,cell-mean,simple,0.3144,5.3133,4,0.0121,3,0.0195,3,0.2012,5,0.019,0.0629,-0.0629,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D466,D466,ctrl-pred,simple,-0.0159,5.2733,4,0.0121,3,0.0195,3,0.0269,5,0.019,0.0194,-0.0194,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D466,D466,donor-shift,simple,0.0282,5.2577,4,0.0121,3,0.0195,3,0.0269,5,0.019,0.0194,-0.0194,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D466,D466,linear-PCA,simple,0.0996,5.2571,4,0.0121,3,0.0195,3,0.0269,5,0.019,0.0194,-0.0194,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D466,D466,scGen,latent,0.2020496241528832,5.389,4,0.0121,3,0.0195,3,0.0269,5,0.019,0.0194,-0.0194,600,2,77,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D481,D481,cell-mean,simple,0.2954,5.0404,4,0.0317,3,0.0138,3,0.2411,5,0.0217,0.0771,-0.0771,600,2,69,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D481,D481,ctrl-pred,simple,-0.0283,5.0662,4,0.0317,3,0.0138,3,0.022,5,0.0217,0.0223,-0.0223,600,2,69,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D481,D481,donor-shift,simple,0.0561,5.0479,4,0.0317,3,0.0138,3,0.022,5,0.0217,0.0223,-0.0223,600,2,69,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D481,D481,linear-PCA,simple,0.1075,5.0467,4,0.0317,3,0.0138,3,0.022,5,0.0217,0.0223,-0.0223,600,2,69,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D481,D481,scGen,latent,0.2034963746191626,5.0165,4,0.0317,3,0.0138,3,0.2762,5,0.0217,0.0858,-0.0858,600,2,69,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D482,D482,cell-mean,simple,0.3165,5.1178,4,0.0226,3,0.0149,3,0.0461,5,0.0196,0.0258,-0.0258,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D482,D482,ctrl-pred,simple,-0.0845,5.1392,4,0.0226,3,0.0149,3,0.0656,5,0.0196,0.0307,-0.0307,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D482,D482,donor-shift,simple,-0.0188,5.1328,4,0.0226,3,0.0149,3,0.0656,5,0.0196,0.0307,-0.0307,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D482,D482,linear-PCA,simple,0.009,5.1341,4,0.0226,3,0.0149,3,0.0656,5,0.0196,0.0307,-0.0307,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D482,D482,scGen,latent,0.1876094722254248,5.1113,4,0.0226,3,0.0149,3,0.2853,5,0.0196,0.0856,-0.0856,600,2,75,True,results/C2/soskic_donor_shard2of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D483,D483,cell-mean,simple,0.2959,5.1339,4,0.0209,3,0.0135,3,0.2321,5,0.0179,0.0711,-0.0711,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D483,D483,ctrl-pred,simple,0.0655,5.1867,4,0.0209,3,0.0135,3,0.2146,5,0.14,0.0973,-0.0973,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D483,D483,donor-shift,simple,-0.0361,5.1726,4,0.0209,3,0.0135,3,0.2321,5,0.1295,0.099,-0.099,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D483,D483,linear-PCA,simple,-0.0162,5.171,4,0.0209,3,0.0135,3,0.2321,5,0.1295,0.099,-0.099,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D483,D483,scGen,latent,0.1773690360305073,5.1525,4,0.0209,3,0.0135,3,0.2672,5,0.0242,0.0815,-0.0815,600,2,76,True,results/C2/soskic_donor_shard3of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D484,D484,cell-mean,simple,0.2285,5.438,4,0.0262,3,0.0189,3,0.1976,5,0.0172,0.065,-0.065,600,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D484,D484,ctrl-pred,simple,0.0088,5.5729,4,0.0659,3,0.0189,3,0.0305,5,0.0172,0.0331,-0.0331,600,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D484,D484,donor-shift,simple,0.0613,5.5458,4,0.0107,3,0.0189,3,0.0305,5,0.0172,0.0193,-0.0193,600,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D484,D484,linear-PCA,simple,0.0935,5.5444,4,0.0396,3,0.0189,3,0.0305,5,0.0172,0.0266,-0.0266,600,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D484,D484,scGen,latent,0.0858188002730359,5.4627,4,0.0659,3,0.0189,3,0.0305,5,0.0172,0.0331,-0.0331,600,2,73,True,results/C2/soskic_donor_shard0of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D485,D485,cell-mean,simple,0.2246,5.5278,4,0.0217,3,0.0139,3,0.2099,5,0.0312,0.0692,-0.0692,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D485,D485,ctrl-pred,simple,-0.027,5.5845,4,0.0217,3,0.0139,3,0.0358,5,0.0425,0.0285,-0.0285,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D485,D485,donor-shift,simple,0.0258,5.5686,4,0.0217,3,0.0139,3,0.0358,5,0.0214,0.0232,-0.0232,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D485,D485,linear-PCA,simple,0.0285,5.5695,4,0.0217,3,0.0139,3,0.0358,5,0.0319,0.0258,-0.0258,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
Donor,Soskic CD4 activation,16h,C2_soskic_LODO_D485,D485,scGen,latent,0.0827324181090231,5.5988,4,0.0217,3,0.0139,3,0.0358,5,0.0312,0.0257,-0.0257,600,2,74,True,results/C2/soskic_donor_shard1of4.csv
