model,family,split,donor,pearson_delta,e_distance,aucell_program_corr,n_test,n_strata,n_response_genes,leak_free,cluster,dataset,modality,registry_task,seed,ran,headline_eligible
CellOT,ot,C2_soskic_LODO_D460,D460,0.4362,0.3112,-0.0138,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D461,D461,0.347,0.5107,-0.0107,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D462,D462,0.3066,0.6748,-0.0152,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D463,D463,0.5212,0.4498,-0.0182,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D464,D464,0.4432,0.5057,-0.0164,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D465,D465,0.3852,0.5525,-0.0126,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D466,D466,0.3579,0.497,-0.0154,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D481,D481,0.3821,0.3567,-0.0114,600.0,2.0,69.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D482,D482,0.3711,0.3741,-0.0163,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D483,D483,0.4069,0.3788,-0.0136,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D484,D484,0.4589,0.471,-0.0148,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
CellOT,ot,C2_soskic_LODO_D485,D485,0.5298,0.4057,-0.0133,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
STATE,hybrid,C2_soskic_LODO_D348,D348,0.1715,6.5847,-0.0268,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D350,D350,0.1383,7.3283,-0.0205,555.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D352,D352,0.224,7.1488,-0.0491,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D354,D354,0.179,7.2613,-0.0188,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D356,D356,0.2226,6.8538,-0.0457,541.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D358,D358,0.2608,6.6048,-0.0658,538.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D363,D363,0.1771,6.1265,-0.0188,572.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D365,D365,0.2053,7.2705,-0.0146,549.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D367,D367,0.2108,7.2586,-0.0184,508.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D369,D369,0.1542,6.7106,-0.035,533.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D371,D371,0.1193,6.9948,-0.0253,419.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D373,D373,0.0807,6.4142,-0.0222,576.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D378,D378,0.1595,6.8442,-0.0183,371.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D380,D380,0.0927,8.3266,-0.0429,341.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D382,D382,0.1348,7.2546,-0.0195,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D387,D387,0.2252,6.9185,-0.0465,472.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D389,D389,0.1461,7.1756,-0.0216,552.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D391,D391,0.2244,7.7108,-0.0277,596.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D393,D393,0.1756,6.3986,-0.0169,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D395,D395,0.1437,6.526,-0.0254,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D397,D397,0.1539,6.3332,-0.0244,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D405,D405,0.1649,6.5999,-0.0192,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D407,D407,0.1965,6.8002,-0.0357,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D409,D409,0.1729,6.6436,-0.0286,567.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D411,D411,0.1031,7.1409,-0.0223,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D413,D413,0.1505,6.5104,-0.0356,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D415,D415,0.207,6.8997,-0.0391,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D417,D417,0.1072,7.723,-0.0668,370.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D419,D419,0.1274,8.9853,-0.0236,466.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D421,D421,0.164,7.1686,-0.022,300.0,1.0,66.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D423,D423,0.01,7.8709,-0.1048,300.0,1.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D425,D425,0.0831,7.7013,-0.053,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D427,D427,0.1217,6.4199,-0.0548,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D429,D429,0.121,6.3021,-0.0175,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D431,D431,0.1332,6.7483,-0.0244,600.0,2.0,91.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D433,D433,0.1857,7.9561,-0.0257,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D435,D435,0.1359,7.2434,-0.0254,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D439,D439,0.1838,7.4298,-0.0192,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D441,D441,0.1474,6.9668,-0.0236,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D443,D443,0.1738,6.7967,-0.0222,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D446,D446,0.1811,7.5797,-0.0192,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D448,D448,0.2425,7.9374,-0.0236,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D450,D450,0.2256,7.1659,-0.037,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D452,D452,0.212,7.0909,-0.0206,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D454,D454,0.4399,6.606,-0.0223,300.0,1.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D456,D456,0.1613,6.7733,-0.0203,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D458,D458,0.1386,6.0346,-0.0265,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D460,D460,0.2046,6.1173,-0.022,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D462,D462,0.2035,6.0791,-0.0266,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D464,D464,0.3225,5.5751,-0.0489,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D466,D466,0.1876,6.2198,-0.0446,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D482,D482,0.2154,6.3605,-0.0526,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D484,D484,0.1876,6.6399,-0.0232,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D349,D349,0.2232,6.1309,-0.0245,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D351,D351,0.1241,6.6565,-0.0198,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D353,D353,0.1934,6.792,-0.031,583.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D355,D355,0.398,6.991,-0.0192,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D357,D357,0.2714,7.2873,-0.0201,460.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D359,D359,0.281,7.7715,-0.0202,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D364,D364,0.2056,6.4756,-0.0157,484.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D366,D366,0.1386,6.9488,-0.0203,534.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D368,D368,0.1456,6.3787,-0.0517,534.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D370,D370,0.0821,6.1549,-0.0257,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D372,D372,0.16,6.505,-0.0314,496.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D374,D374,0.1426,6.58,-0.021,579.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D379,D379,0.0942,7.4304,-0.0214,434.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D381,D381,0.1443,7.4717,-0.0209,342.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D383,D383,0.197,7.1298,-0.0407,273.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D388,D388,0.2767,6.9609,-0.032,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D390,D390,0.1951,6.8291,-0.0323,553.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D392,D392,0.2268,6.8287,-0.0206,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D394,D394,0.1339,5.8815,-0.0177,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D396,D396,0.2172,6.7908,-0.0154,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D398,D398,0.2696,6.3977,-0.0359,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D406,D406,0.1697,6.4525,-0.0387,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D408,D408,0.1528,6.8641,-0.0195,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D410,D410,0.24,6.7107,-0.0209,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D412,D412,0.1257,6.679,-0.0189,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D414,D414,0.1176,7.1721,-0.032,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D416,D416,0.119,8.8748,-0.02,353.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D418,D418,0.1661,7.8265,-0.0294,518.0,2.0,68.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D420,D420,0.2387,7.9654,-0.0622,386.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D422,D422,-0.0203,8.227,-0.0334,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D424,D424,0.0425,7.9414,-0.0334,300.0,1.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D426,D426,0.1663,6.5528,-0.0192,600.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D428,D428,0.1818,6.6338,-0.0285,515.0,2.0,87.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D430,D430,0.3159,6.6256,-0.0193,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D432,D432,0.2051,6.967,-0.0227,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D434,D434,0.1577,7.4388,-0.018,482.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D436,D436,0.154,7.6909,-0.0295,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D440,D440,0.1541,6.781,-0.0208,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D442,D442,0.126,6.9051,-0.0216,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D445,D445,0.2529,7.1632,-0.0188,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D447,D447,0.1992,8.9857,-0.0193,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D449,D449,0.2036,7.5435,-0.0252,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D451,D451,0.425,6.9041,-0.0275,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D453,D453,0.245,7.2307,-0.0204,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D455,D455,0.1177,6.7533,-0.0251,466.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D457,D457,0.1936,6.472,-0.0219,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D459,D459,0.3339,6.7371,-0.0437,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D461,D461,0.2065,6.1553,-0.0283,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D463,D463,0.3228,6.1272,-0.052,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D465,D465,0.2403,6.1642,-0.0699,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D481,D481,0.1459,6.5809,-0.0368,600.0,2.0,69.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D483,D483,0.2194,6.5185,-0.0244,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
STATE,hybrid,C2_soskic_LODO_D485,D485,0.153,6.2809,-0.051,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D348,D348,0.1288,6.0939,-0.0647,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D350,D350,0.1136,6.9138,-0.0205,555.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D352,D352,0.206,6.38,-0.0447,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D354,D354,0.1504,5.8354,-0.0451,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D356,D356,0.2564,5.7326,-0.0455,541.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D358,D358,0.2139,5.6253,-0.1148,538.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D363,D363,0.1083,5.3527,-0.0192,572.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D365,D365,0.2249,5.7401,-0.0291,549.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D367,D367,0.2466,5.2047,-0.0795,508.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D369,D369,0.2174,6.525,-0.0218,533.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D371,D371,0.0735,6.9353,-0.0227,419.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D373,D373,0.1634,6.1388,-0.0258,576.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D378,D378,0.2009,6.2903,-0.0769,371.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D380,D380,0.0715,6.289,-0.0429,341.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D382,D382,0.15,5.7735,-0.0392,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D387,D387,0.2708,5.3123,-0.076,472.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D389,D389,0.1166,5.4364,-0.0706,552.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D391,D391,0.3259,5.2815,-0.1137,596.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D393,D393,0.127,5.0858,-0.0365,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D395,D395,0.1894,5.0357,-0.0676,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D397,D397,0.2059,5.1429,-0.0517,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D405,D405,0.2383,4.6696,-0.0581,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D407,D407,0.165,5.4355,-0.025,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D409,D409,0.1114,5.2553,-0.0728,567.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D411,D411,0.1863,4.7848,-0.0792,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D413,D413,0.1626,4.9026,-0.0444,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D415,D415,0.1948,5.5735,-0.085,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D417,D417,0.1859,5.6429,-0.0632,370.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D419,D419,0.2433,5.9305,-0.0533,466.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D421,D421,0.1495,4.8433,-0.0408,300.0,1.0,66.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D423,D423,0.1262,5.8963,-0.1048,300.0,1.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D425,D425,0.1607,4.9556,-0.0425,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D427,D427,0.0722,6.1175,-0.0241,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D429,D429,0.1221,5.6693,-0.0269,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D431,D431,0.1989,5.7706,-0.0619,600.0,2.0,91.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D433,D433,0.2159,5.8128,-0.0575,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D435,D435,0.1341,5.0878,-0.0804,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D439,D439,0.141,5.4695,-0.0186,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D441,D441,0.2011,5.2781,-0.0236,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D443,D443,0.099,5.2064,-0.0229,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
